Code INSEE,code_region,code_departement,Département,siren_epci,EPCI,Logements,Établissements,Locaux raccordables 4eme trimestre 2017,Locaux raccordables 1er trimestre 2018,Locaux raccordables 2eme trimestre 2018,Locaux raccordables 4eme trimestre 2018,Locaux raccordables 3eme trimestre 2018,Locaux raccordables 1er trimestre 2019,Locaux raccordables 2eme trimestre 2019,Locaux raccordables 3eme trimestre 2019,Locaux raccordables 4eme trimestre 2019,Locaux raccordables 1er trimestre 2020,Locaux raccordables 2eme trimestre 2020,Locaux raccordables 3eme trimestre 2020,Locaux raccordables 4eme trimestre 2020,Locaux raccordables 1er trimestre 2021,Locaux raccordables 2eme trimestre 2021,Locaux raccordables 3eme trimestre 2021,Locaux raccordables 4eme trimestre 2021,Région,deploiement,Locaux raccordables 1er trimestre 2022,commune,Commune,EPCI AMII,Nombre locaux IPE T2 2022 (somme tous OI),Source retenue T2 2022 ,Meilleure estimation des locaux T2 2022 ,Zones très denses,Engagements L. 33-13 et AMEL,Intentions privées hors engagement L. 33-13,Commune rurale,OI T2 2022,Locaux raccordables 2eme trimestre 2022
44013,52,44,Loire-Atlantique,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),"1,302",45,0,0,0,0,0,0,223,276,558,606,669,757,866,930,"1,136","1,161","1,295",Pays de la Loire,,"1,392",Besné,Besné,Oui,"1,524",IPE T2 2022 (un IPE),"1,524",0,,0,1,FRTE,"1,404"
44020,52,44,Loire-Atlantique,244400404,Nantes Métropole,"8,499",484,"2,658","2,743","2,743","2,742","2,742","2,744","3,053","4,497","7,419","8,356","9,127","9,429","9,685","9,809","9,850","9,901","9,965",Pays de la Loire,,"9,989",Bouguenais,Bouguenais,Oui,"10,434",IPE T2 2022 (un IPE),"10,434",0,,0,0,SFTT,"10,039"
44021,52,44,Loire-Atlantique,200071546,CA Pornic Agglo Pays de Retz,"2,381",109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Villeneuve-en-Retz,Villeneuve-en-Retz,Non,0,INSEE 2018 (IPE moins complet),"2,491",0,0,0,1,,0
44028,52,44,Loire-Atlantique,244400552,CC du Pays d'Ancenis,"1,732",91,0,0,0,0,0,0,0,0,0,0,0,182,855,945,965,"1,159","1,216",Pays de la Loire,,"1,303",Le Cellier,Le Cellier,Non,"2,254",IPE T2 2022 (un IPE),"2,252",0,0,0,1,FRTE-LOAN,"1,361"
44035,52,44,Loire-Atlantique,244400404,Nantes Métropole,"8,608",548,"1,264","1,893","2,260","3,950","2,738","4,521","4,852","4,990","5,381","6,140","6,397","6,747","7,042","7,566","8,109","8,388","8,668",Pays de la Loire,,"8,837",La Chapelle-sur-Erdre,La Chapelle-sur-Erdre,Oui,"10,723",IPE T2 2022 (un IPE),"10,723",0,,0,0,FRTE,"9,190"
44066,52,44,Loire-Atlantique,244400503,CC d'Erdre et Gesvres,"2,300",130,0,0,0,0,0,0,0,0,0,394,394,472,"1,136","1,425","1,434","1,484","1,681",Pays de la Loire,,"1,768",Grandchamps-des-Fontaines,Grandchamps-des-Fontaines,Non,"3,495",IPE T2 2022 (un IPE),"3,495",0,0,0,0,LOAN,"2,013"
44084,52,44,Loire-Atlantique,200067866,CC Sèvre et Loire,"3,440",193,0,0,0,0,0,398,635,661,685,686,678,"1,013","1,586","1,942","2,258","2,663","3,038",Pays de la Loire,,"3,286",Le Loroux-Bottereau,Le Loroux-Bottereau,Non,"5,183",IPE T2 2022 (un IPE),"4,423",0,0,0,0,FI44-LOAN,"3,375"
44088,52,44,Loire-Atlantique,200067635,CA Clisson Sèvre et Maine Agglo,"1,259",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,Pays de la Loire,,120,Maisdon-sur-Sèvre,Maisdon-sur-Sèvre,Non,232,INSEE 2018 (IPE moins complet),"1,301",0,0,0,1,LOAN,121
44097,52,44,Loire-Atlantique,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),"2,998",46,0,0,0,0,0,0,0,"1,900","1,918","2,034","2,410","2,676","3,125","3,148","3,168","3,156","3,193",Pays de la Loire,,"3,194",Mesquer,Mesquer,Oui,"3,240",IPE T2 2022 (un IPE),"3,240",0,,0,1,SFTT,"3,198"
44099,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,971,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Moisdon-la-Rivière,Moisdon-la-Rivière,Non,2,INSEE 2018 (IPE moins complet),"1,025",0,0,0,1,FI44,0
44103,52,44,Loire-Atlantique,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),"3,235",277,0,0,0,0,0,299,364,949,"1,526","1,589","1,675","1,786","1,950","1,993","2,182","2,219","2,344",Pays de la Loire,,"2,476",Montoir-de-Bretagne,Montoir-de-Bretagne,Oui,"3,973",IPE T2 2022 (un IPE),"3,973",0,,0,0,FRTE,"2,499"
44104,52,44,Loire-Atlantique,244400552,CC du Pays d'Ancenis,379,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Montrelais,Montrelais,Non,435,INSEE 2018 (IPE moins complet),395,0,0,0,1,ANFI-FI44-LOAN,0
44111,52,44,Loire-Atlantique,244400503,CC d'Erdre et Gesvres,882,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,10,Notre-Dame-des-Landes,Notre-Dame-des-Landes,Non,15,INSEE 2018 (IPE moins complet),906,0,0,0,1,LOAN,10
44116,52,44,Loire-Atlantique,244400586,CC du Sud-Estuaire,"1,675",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Paimbœuf,Paimbœuf,Non,0,INSEE 2018 (IPE moins complet),"1,733",0,0,0,0,,0
44121,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,231,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Petit-Auverné,Petit-Auverné,Non,0,INSEE 2018 (IPE moins complet),239,0,0,0,1,,0
44122,52,44,Loire-Atlantique,244400503,CC d'Erdre et Gesvres,"1,437",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Petit-Mars,Petit-Mars,Non,3,INSEE 2018 (IPE moins complet),"1,486",0,0,0,0,LOAN,3
44132,52,44,Loire-Atlantique,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),"12,495",359,"1,217","1,224","1,224","1,749","1,432","2,123","2,484","3,143","4,549","4,987","5,542","6,409","7,300","8,068","8,915","9,276","9,711",Pays de la Loire,,"10,137",Pornichet,Pornichet,Oui,"13,998",IPE T2 2022 (un IPE),"13,676",0,,0,0,FRTE-SFTT,"10,428"
44146,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,"1,081",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Rougé,Rougé,Non,285,INSEE 2018 (IPE moins complet),"1,130",0,0,0,1,LOAN,0
44155,52,44,Loire-Atlantique,244400438,CC de Grand Lieu,"1,394",52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pays de la Loire,,1,Saint-Colomban,Saint-Colomban,Non,2,INSEE 2018 (IPE moins complet),"1,447",0,0,0,1,FI44-LOAN,2
44166,52,44,Loire-Atlantique,244400404,Nantes Métropole,"2,475",61,0,0,0,573,0,573,572,832,"2,110","2,119","2,272","2,526","2,617","2,618","2,622","2,676","2,675",Pays de la Loire,,"2,676",Saint-Jean-de-Boiseau,Saint-Jean-de-Boiseau,Oui,"2,736",IPE T2 2022 (un IPE),"2,736",0,,0,0,SFTT,"2,679"
44168,52,44,Loire-Atlantique,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),"2,109",49,0,0,0,0,0,0,507,508,579,759,812,"1,043","1,137","1,432","2,049","2,054","2,057",Pays de la Loire,,"2,185",Saint-Joachim,Saint-Joachim,Oui,"2,360",IPE T2 2022 (un IPE),"2,360",0,,0,0,FRTE,"2,196"
44173,52,44,Loire-Atlantique,200067635,CA Clisson Sèvre et Maine Agglo,846,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Saint-Lumine-de-Clisson,Saint-Lumine-de-Clisson,Non,0,INSEE 2018 (IPE moins complet),875,0,0,0,1,,0
44186,52,44,Loire-Atlantique,200067346,CA Pornic Agglo Pays de Retz,"2,801",157,0,276,"1,287","1,364","1,310","1,610","1,744","1,898","1,899","1,918","1,918","2,128","2,142","2,204","2,204","2,371","2,662",Pays de la Loire,,"3,055",Sainte-Pazanne,Sainte-Pazanne,Non,"3,485",IPE T2 2022 (plusieurs IPE),"3,485",0,0,0,0,FI44-LOAN,"3,240"
44187,52,44,Loire-Atlantique,244400586,CC du Sud-Estuaire,"2,135",115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Pays de la Loire,,3,Saint-Père-en-Retz,Saint-Père-en-Retz,Non,163,INSEE 2018 (IPE moins complet),"2,251",0,0,0,0,LOAN,3
44203,52,44,Loire-Atlantique,200072734,CC Estuaire et Sillon,790,34,0,0,0,0,0,0,0,0,0,0,0,0,0,256,315,337,408,Pays de la Loire,,652,Le Temple-de-Bretagne,Le Temple-de-Bretagne,Non,938,IPE T2 2022 (un IPE),938,0,0,0,0,LOAN,678
44206,52,44,Loire-Atlantique,200071546,CC Sud Retz Atlantique,851,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Touvois,Touvois,Non,7,INSEE 2018 (IPE moins complet),887,0,0,0,1,LOAN,0
44208,52,44,Loire-Atlantique,244400537,CC de Nozay,421,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Treffieux,Treffieux,Non,0,INSEE 2018 (IPE moins complet),441,0,0,0,1,,0
44209,52,44,Loire-Atlantique,244400503,CC d'Erdre et Gesvres,"3,745",246,0,0,0,0,0,264,470,526,527,529,529,695,717,957,"1,321","1,469","2,656",Pays de la Loire,,"3,495",Treillières,Treillières,Non,"5,812",IPE T2 2022 (un IPE),"4,711",0,0,0,0,FI44-LOAN,"4,128"
44211,52,44,Loire-Atlantique,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),"5,574",168,0,0,0,0,0,215,247,"4,484","5,179","5,075","5,332","5,805","5,493","5,635","5,691","5,734","5,725",Pays de la Loire,,"5,735",La Turballe,La Turballe,Oui,"5,850",IPE T2 2022 (un IPE),"5,838",0,,0,0,FRTE-SFTT,"5,712"
44218,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,336,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Villepot,Villepot,Non,17,INSEE 2018 (IPE moins complet),353,0,0,0,1,FI44,17
44222,52,44,Loire-Atlantique,244400552,CC du Pays d'Ancenis,517,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,La Roche-Blanche,La Roche-Blanche,Non,0,INSEE 2018 (IPE moins complet),534,0,0,0,1,,0
49017,52,49,Maine-et-Loire,200068955,CC Anjou Loir et Sarthe,263,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Baracé,Baracé,Non,283,IPE T2 2022 (un IPE),283,0,0,0,1,ANFI,0
49054,52,49,Maine-et-Loire,244900809,CC Anjou Bleu Communauté,"1,397",91,0,0,0,0,0,0,0,0,0,0,0,372,558,770,775,"1,006","1,118",Pays de la Loire,,"1,118",Candé,Candé,Non,"1,847",IPE T2 2022 (un IPE),"1,847",0,0,0,0,ANFI,"1,119"
49076,52,49,Maine-et-Loire,200068955,CC Anjou Loir et Sarthe,304,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,La Chapelle-Saint-Laud,La Chapelle-Saint-Laud,Non,542,IPE T2 2022 (un IPE),542,0,0,0,1,ANFI,0
49086,52,49,Maine-et-Loire,200071553,CC Loire Layon Aubance,"1,728",109,0,0,0,0,0,0,0,0,0,250,251,317,560,"1,103","1,301","1,456","1,573",Pays de la Loire,,"1,660",Terranjou,Terranjou,Non,"2,142",IPE T2 2022 (un IPE),"2,142",0,0,0,1,ANFI,"1,670"
49092,52,49,Maine-et-Loire,200060010,CA Mauges Communauté,"9,212",616,0,0,0,0,0,0,0,822,853,"2,793","3,088","4,620","6,495","7,505","8,753","9,498","10,422",Pays de la Loire,,"10,701",Chemillé-en-Anjou,Chemillé-en-Anjou,Non,"12,229",IPE T2 2022 (un IPE),"12,229",0,0,0,0,ANFI,"11,141"
49138,52,49,Maine-et-Loire,244900882,CC Baugeois Vallée,"1,196",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,200,203,Pays de la Loire,,288,Les Bois d'Anjou,Les Bois d'Anjou,Non,"1,781",IPE T2 2022 (un IPE),"1,781",0,0,0,1,ANFI,493
49194,52,49,Maine-et-Loire,244900882,CC Baugeois Vallée,"2,386",86,0,0,0,0,0,0,0,0,0,0,0,0,565,578,611,829,"1,102",Pays de la Loire,,"1,487",Mazé-Milon,Mazé-Milon,Non,"2,898",IPE T2 2022 (un IPE),"2,898",0,0,0,0,ANFI,"2,302"
49195,52,49,Maine-et-Loire,200071678,CA du Choletais,477,25,0,0,0,0,0,352,454,454,467,531,533,569,569,573,581,581,581,Pays de la Loire,,581,Mazières-en-Mauges,Mazières-en-Mauges,Oui,632,IPE T2 2022 (un IPE),632,0,,0,1,FRTE,581
49216,52,49,Maine-et-Loire,200068955,CC Anjou Loir et Sarthe,229,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Montreuil-sur-Loir,Montreuil-sur-Loir,Non,271,IPE T2 2022 (un IPE),271,0,0,0,1,ANFI,0
49257,52,49,Maine-et-Loire,200068955,CC Anjou Loir et Sarthe,489,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,Pays de la Loire,,509,Les Rairies,Les Rairies,Non,549,IPE T2 2022 (un IPE),549,0,0,0,1,ANFI,512
49307,52,49,Maine-et-Loire,244900015,CU Angers Loire Métropole,"6,766",315,0,0,0,0,0,0,0,0,0,0,576,"1,106","1,683","2,224","3,618","3,919","4,824",Pays de la Loire,,"5,477",Loire-Authion,Loire-Authion,Oui,"8,782",IPE T2 2022 (un IPE),"8,781",0,0,0,0,ANFI-FRTE,"5,894"
49311,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,565,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Saint-Philbert-du-Peuple,Saint-Philbert-du-Peuple,Oui,655,IPE T2 2022 (un IPE),655,0,0,0,0,ANFI,0
49341,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,369,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,240,246,Pays de la Loire,,248,Souzay-Champigny,Souzay-Champigny,Oui,467,IPE T2 2022 (un IPE),467,0,0,0,0,ANFI,250
49344,52,49,Maine-et-Loire,200071868,CC des Vallées du Haut-Anjou,452,15,0,0,0,0,0,0,0,0,0,0,98,293,295,296,298,454,453,Pays de la Loire,,467,Thorigné-d'Anjou,Thorigné-d'Anjou,Non,501,IPE T2 2022 (un IPE),501,0,0,0,1,ANFI,470
49359,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,273,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,197,319,Pays de la Loire,,320,Les Ulmes,Les Ulmes,Oui,323,IPE T2 2022 (un IPE),323,0,0,0,1,ANFI,321
49362,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,589,32,0,0,0,0,0,0,0,0,0,0,0,178,178,178,178,178,324,Pays de la Loire,,324,Varrains,Varrains,Oui,689,IPE T2 2022 (un IPE),689,0,0,0,1,ANFI,326
49368,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,995,52,0,0,0,0,0,0,0,0,0,0,0,90,260,381,403,450,532,Pays de la Loire,,534,Vernantes,Vernantes,Oui,"1,180",IPE T2 2022 (un IPE),"1,180",0,0,0,0,ANFI,621
53008,52,53,Mayenne,200055887,CC Mayenne Communauté,862,34,0,0,0,0,0,0,0,0,467,468,468,473,508,508,647,741,843,Pays de la Loire,,970,Aron,Aron,Non,"1,108",IPE T2 2022 (un IPE),"1,108",0,0,0,1,MAYE,"1,013"
53013,52,53,Mayenne,200042182,CC du Mont des Avaloirs,345,19,0,0,0,0,0,0,0,0,0,123,123,123,341,369,412,412,433,Pays de la Loire,,436,Averton,Averton,Non,453,IPE T2 2022 (un IPE),453,0,0,0,1,MAYE,436
53034,52,53,Mayenne,245300330,CA Laval Agglomération,"2,602",186,"2,461","2,551","2,551","2,633","2,555","2,665","2,692","2,720","2,724","2,730","2,745","2,929","2,960","2,981","2,985","2,990","3,022",Pays de la Loire,,"3,022",Bonchamp-lès-Laval,Bonchamp-lès-Laval,Oui,"3,193",IPE T2 2022 (un IPE),"3,193",0,0,0,0,LTHD,"3,022"
53066,52,53,Mayenne,245300447,CC du Pays de Château-Gontier,575,22,0,0,0,0,0,0,0,0,0,0,0,0,206,261,446,532,536,Pays de la Loire,,565,Chemazé,Chemazé,Oui,770,IPE T2 2022 (un IPE),768,0,0,0,1,FRTE-MAYE,575
53068,52,53,Mayenne,200048551,CC du Pays de Craon,84,4,0,0,0,0,0,0,0,0,0,11,15,99,99,99,99,99,99,Pays de la Loire,,99,Chérancé,Chérancé,Non,99,IPE T2 2022 (un IPE),99,0,0,0,1,MAYE,99
53094,52,53,Mayenne,245300330,CA Laval Agglomération,954,47,860,860,860,861,861,868,873,883,891,893,895,950,"1,044","1,052","1,062","1,063","1,064",Pays de la Loire,,"1,065",Entrammes,Entrammes,Oui,"1,106",IPE T2 2022 (un IPE),"1,101",0,0,0,1,LTHD-MAYE,"1,065"
53097,52,53,Mayenne,200033298,CC des Coëvrons,"4,437",232,0,0,0,0,0,563,"2,091","2,149","2,415","2,653","2,668","3,341","3,684","3,845","3,949","4,053","4,160",Pays de la Loire,,"4,329",Évron,Évron,Non,"4,855",IPE T2 2022 (un IPE),"4,855",0,0,0,0,MAYE,"4,548"
53109,52,53,Mayenne,200055887,CC Mayenne Communauté,307,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,87,87,Pays de la Loire,,225,Grazay,Grazay,Non,361,IPE T2 2022 (un IPE),361,0,0,0,1,MAYE,294
53113,52,53,Mayenne,200033298,CC des Coëvrons,386,8,0,0,0,0,0,0,0,0,0,0,0,0,0,117,130,147,192,Pays de la Loire,,293,Hambers,Hambers,Non,463,IPE T2 2022 (un IPE),463,0,0,0,1,MAYE,388
53115,52,53,Mayenne,245300389,CC du Bocage Mayennais,174,8,0,0,0,0,0,0,0,0,0,0,0,0,49,64,64,119,127,Pays de la Loire,,127,Hercé,Hercé,Non,202,IPE T2 2022 (un IPE),202,0,0,0,1,MAYE,135
53129,52,53,Mayenne,245300306,CA Laval Agglomération,161,5,0,0,0,0,0,0,0,0,0,3,3,3,101,105,105,146,146,Pays de la Loire,,158,Launay-Villiers,Launay-Villiers,Non,165,INSEE 2018 (IPE moins complet),166,0,0,0,1,MAYE,158
53145,52,53,Mayenne,245300447,CC du Pays de Château-Gontier,233,11,0,0,0,0,0,0,0,0,0,110,110,237,242,242,253,269,274,Pays de la Loire,,279,Marigné-Peuton,Marigné-Peuton,Oui,281,IPE T2 2022 (plusieurs IPE),281,0,0,0,1,FRTE-MAYE,279
53151,52,53,Mayenne,200048551,CC du Pays de Craon,448,24,0,0,0,0,0,0,0,0,0,129,175,176,248,335,374,498,515,Pays de la Loire,,541,Méral,Méral,Non,638,IPE T2 2022 (un IPE),638,0,0,0,1,MAYE,545
53156,52,53,Mayenne,245300330,CA Laval Agglomération,119,9,77,77,77,85,77,85,86,86,86,95,95,109,112,112,112,112,112,Pays de la Loire,,118,Montflours,Montflours,Oui,125,INSEE 2018 (IPE moins complet),128,0,0,0,1,LTHD-MAYE,118
53169,52,53,Mayenne,245300306,CA Laval Agglomération,198,5,0,0,0,0,0,0,0,0,80,86,86,86,86,86,86,86,86,Pays de la Loire,,88,Olivet,Olivet,Non,205,IPE T2 2022 (un IPE),205,0,0,0,1,MAYE,104
53181,52,53,Mayenne,245300389,CC du Bocage Mayennais,413,26,0,0,0,0,0,0,0,0,0,0,0,0,0,299,311,311,312,Pays de la Loire,,365,Pontmain,Pontmain,Non,496,IPE T2 2022 (un IPE),496,0,0,0,1,MAYE,404
53184,52,53,Mayenne,245300223,CC du Pays de Meslay-Grez,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,Pays de la Loire,,72,Préaux,Préaux,Non,73,IPE T2 2022 (un IPE),73,0,0,0,1,MAYE,72
53191,52,53,Mayenne,200048551,CC du Pays de Craon,134,7,0,0,0,0,0,0,0,0,0,0,0,48,83,118,168,174,174,Pays de la Loire,,174,La Roë,La Roë,Non,174,IPE T2 2022 (un IPE),174,0,0,0,1,MAYE,174
53192,52,53,Mayenne,200048551,CC du Pays de Craon,156,9,0,0,0,0,0,0,0,0,0,0,0,17,119,121,149,149,164,Pays de la Loire,,164,La Rouaudière,La Rouaudière,Non,174,IPE T2 2022 (un IPE),174,0,0,0,1,MAYE,164
53208,52,53,Mayenne,200042182,CC du Mont des Avaloirs,274,7,0,0,0,0,0,0,0,0,0,0,0,0,36,63,165,253,293,Pays de la Loire,,304,Saint-Cyr-en-Pail,Saint-Cyr-en-Pail,Non,352,IPE T2 2022 (un IPE),352,0,0,0,1,MAYE,304
53211,52,53,Mayenne,245300355,CC de l'Ernée,810,40,0,0,0,0,0,0,0,0,0,0,0,0,86,140,233,297,435,Pays de la Loire,,568,Saint-Denis-de-Gastines,Saint-Denis-de-Gastines,Non,"1,072",IPE T2 2022 (un IPE),"1,072",0,0,0,1,MAYE,743
53216,52,53,Mayenne,200055887,CC Mayenne Communauté,449,20,0,0,0,0,0,0,0,0,190,192,192,192,210,321,411,494,576,Pays de la Loire,,596,Saint-Fraimbault-de-Prières,Saint-Fraimbault-de-Prières,Non,664,IPE T2 2022 (un IPE),664,0,0,0,1,MAYE,608
53219,52,53,Mayenne,200055887,CC Mayenne Communauté,729,25,0,0,0,0,0,0,0,0,161,161,165,165,175,221,240,241,313,Pays de la Loire,,383,Saint-Georges-Buttavent,Saint-Georges-Buttavent,Non,855,IPE T2 2022 (un IPE),855,0,0,0,1,MAYE,470
53238,52,53,Mayenne,245300389,CC du Bocage Mayennais,365,10,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,137,137,Pays de la Loire,,204,Saint-Mars-sur-la-Futaie,Saint-Mars-sur-la-Futaie,Non,410,IPE T2 2022 (un IPE),410,0,0,0,1,MAYE,312
53243,52,53,Mayenne,245300306,CA Laval Agglomération,755,43,0,0,0,0,0,0,0,0,319,331,331,331,331,331,387,393,398,Pays de la Loire,,674,Saint-Ouën-des-Toits,Saint-Ouën-des-Toits,Non,879,IPE T2 2022 (un IPE),879,0,0,0,1,MAYE,721
53245,52,53,Mayenne,245300355,CC de l'Ernée,496,27,0,0,0,0,0,0,0,0,0,0,0,0,133,264,264,264,407,Pays de la Loire,,474,Saint-Pierre-des-Landes,Saint-Pierre-des-Landes,Non,601,IPE T2 2022 (un IPE),601,0,0,0,1,MAYE,512
53262,52,53,Mayenne,245300330,CA Laval Agglomération,461,24,400,400,400,413,400,413,420,420,428,430,431,465,503,508,511,512,512,Pays de la Loire,,512,Soulgé-sur-Ouette,Soulgé-sur-Ouette,Oui,538,IPE T2 2022 (plusieurs IPE),538,0,0,0,1,LTHD-MAYE,516
53265,52,53,Mayenne,200033298,CC des Coëvrons,423,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,301,Pays de la Loire,,383,Torcé-Viviers-en-Charnie,Torcé-Viviers-en-Charnie,Non,438,IPE T2 2022 (un IPE),438,0,0,0,1,MAYE,410
53273,52,53,Mayenne,245300223,CC du Pays de Meslay-Grez,492,20,0,0,0,0,0,0,0,0,107,108,108,108,108,109,109,109,153,Pays de la Loire,,402,Villiers-Charlemagne,Villiers-Charlemagne,Non,526,IPE T2 2022 (un IPE),526,0,0,0,1,MAYE,475
72004,52,72,Sarthe,200040475,CC Loué - Brûlon - Noyen,244,3,0,0,0,227,0,227,227,227,227,227,227,227,233,233,234,234,234,Pays de la Loire,,235,Amné,Amné,Non,249,IPE T2 2022 (un IPE),249,0,0,0,1,LETR,237
72006,52,72,Sarthe,246100663,CU d'Alençon,891,102,0,0,0,0,0,0,0,0,0,170,420,457,455,660,671,679,679,Pays de la Loire,,752,Arçonnay,Arçonnay,Oui,"1,007",IPE T2 2022 (un IPE),998,0,,0,0,FRTE-LETR,757
72008,52,72,Sarthe,247200132,CU Le Mans Métropole,"2,521",200,0,0,0,"1,261",406,"1,274","1,448","1,449","1,648","1,694","1,888","2,077","2,274","2,347","2,513","2,517","2,614",Pays de la Loire,,"2,713",Arnage,Arnage,Oui,"3,004",IPE T2 2022 (un IPE),"2,997",0,,0,0,FRTE-LETR,"2,774"
72012,52,72,Sarthe,200072700,CC Haute Sarthe Alpes Mancelles,267,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,262,262,262,Pays de la Loire,,284,Assé-le-Riboul,Assé-le-Riboul,Non,294,IPE T2 2022 (un IPE),294,0,0,0,1,LETR,284
72027,52,72,Sarthe,200070373,CC Loir-Lucé-Bercé,232,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,Pays de la Loire,,287,Beaumont-sur-Dême,Beaumont-sur-Dême,Non,288,IPE T2 2022 (un IPE),288,0,0,0,1,LETR,288
72032,52,72,Sarthe,200072692,CC des Vallées de la Braye et de l'Anille,211,5,0,0,0,0,0,207,207,207,207,207,207,207,210,212,213,218,218,Pays de la Loire,,218,Berfay,Berfay,Non,237,IPE T2 2022 (un IPE),237,0,0,0,1,LETR,218
72045,52,72,Sarthe,200040475,CC Loué - Brûlon - Noyen,320,5,0,0,0,4,0,339,339,339,339,346,346,346,350,350,350,350,350,Pays de la Loire,,353,Brains-sur-Gée,Brains-sur-Gée,Non,389,IPE T2 2022 (un IPE),389,0,0,0,1,LETR,367
72059,52,72,Sarthe,200040475,CC Loué - Brûlon - Noyen,448,25,0,0,0,0,0,2,2,7,7,7,7,7,7,7,6,6,528,Pays de la Loire,,530,Chantenay-Villedieu,Chantenay-Villedieu,Non,560,IPE T2 2022 (un IPE),560,0,0,0,1,LETR,530
72066,52,72,Sarthe,200072718,CC de la Champagne Conlinoise et du Pays de Sillé,185,5,0,0,0,0,0,0,0,0,180,180,180,180,184,184,188,193,194,Pays de la Loire,,194,La Chapelle-Saint-Fray,La Chapelle-Saint-Fray,Non,207,IPE T2 2022 (un IPE),207,0,0,0,1,LETR,199
72067,52,72,Sarthe,247200686,CC du Pays de l'Huisne Sarthoise,452,7,0,0,16,16,16,16,16,16,16,16,16,16,19,19,35,35,36,Pays de la Loire,,36,La Chapelle-Saint-Rémy,La Chapelle-Saint-Rémy,Non,541,IPE T2 2022 (un IPE),541,0,0,0,1,LETR,515
72071,52,72,Sarthe,200070373,CC Loir-Lucé-Bercé,"3,615",192,0,0,0,0,0,0,0,0,492,790,"1,135","1,498","1,614","3,346","3,618","3,628","3,730",Pays de la Loire,,"3,810",Montval-sur-Loir,Montval-sur-Loir,Non,"4,350",IPE T2 2022 (un IPE),"4,350",0,0,0,0,LETR,"3,885"
72079,52,72,Sarthe,200072700,CC Haute Sarthe Alpes Mancelles,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,133,Pays de la Loire,,133,Chérisay,Chérisay,Non,156,IPE T2 2022 (un IPE),156,0,0,0,1,LETR,133
