Code INSEE,code_region,code_departement,Département,siren_epci,EPCI,Logements,Établissements,Locaux raccordables 4eme trimestre 2017,Locaux raccordables 1er trimestre 2018,Locaux raccordables 2eme trimestre 2018,Locaux raccordables 4eme trimestre 2018,Locaux raccordables 3eme trimestre 2018,Locaux raccordables 1er trimestre 2019,Locaux raccordables 2eme trimestre 2019,Locaux raccordables 3eme trimestre 2019,Locaux raccordables 4eme trimestre 2019,Locaux raccordables 1er trimestre 2020,Locaux raccordables 2eme trimestre 2020,Locaux raccordables 3eme trimestre 2020,Locaux raccordables 4eme trimestre 2020,Locaux raccordables 1er trimestre 2021,Locaux raccordables 2eme trimestre 2021,Locaux raccordables 3eme trimestre 2021,Locaux raccordables 4eme trimestre 2021,Région,deploiement,Locaux raccordables 1er trimestre 2022,commune,Commune,EPCI AMII,Nombre locaux IPE T2 2022 (somme tous OI),Source retenue T2 2022 ,Meilleure estimation des locaux T2 2022 ,Zones très denses,Engagements L. 33-13 et AMEL,Intentions privées hors engagement L. 33-13,Commune rurale,OI T2 2022,Locaux raccordables 2eme trimestre 2022
85090,52,85,Vendée,248500464,CC du Pays de Pouzauges,"2,865",139,0,0,0,0,0,0,0,0,0,0,4,4,5,5,512,551,782,Pays de la Loire,,"1,286",Sèvremont,Sèvremont,Non,"3,501",IPE T2 2022 (un IPE),"3,501",0,0,0,0,VENU,"1,550"
85094,52,85,Vendée,200071934,CC Pays de Fontenay-Vendée,676,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Foussais-Payré,Foussais-Payré,Non,318,INSEE 2018 (IPE moins complet),709,0,0,0,1,VENU,95
85100,52,85,Vendée,200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,"1,236",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,Pays de la Loire,,981,Givrand,Givrand,Non,"1,200",INSEE 2018 (IPE moins complet),"1,288",0,0,0,1,VENU,"1,020"
85101,52,85,Vendée,200071900,CC Vendée Grand Littoral,275,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Le Givre,Le Givre,Non,183,INSEE 2018 (IPE moins complet),281,0,0,0,1,VENU,66
85103,52,85,Vendée,200071900,CC Vendée Grand Littoral,"1,048",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,368,Grosbreuil,Grosbreuil,Non,"1,117",INSEE 2018 (IPE moins complet),"1,076",0,0,0,1,FRTE-VENU,457
85104,52,85,Vendée,200073260,CC Sud Vendée Littoral,817,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,179,Grues,Grues,Non,194,INSEE 2018 (IPE moins complet),837,0,0,0,1,VENU,189
85113,52,85,Vendée,ZZZZZZZZZ,,"6,009",221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,L'Île-d'Yeu,L'Île-d'Yeu,Non,"2,455",INSEE 2018 (IPE moins complet),"6,230",0,0,0,0,VENU,0
85118,52,85,Vendée,248500589,CA La Roche-sur-Yon Agglomération,990,27,0,0,0,0,0,0,0,0,0,0,0,256,401,401,509,560,561,Pays de la Loire,,636,Landeronde,Landeronde,Oui,"1,277",IPE T2 2022 (un IPE),"1,276",0,,0,1,FRTE-VENU,847
85127,52,85,Vendée,200071900,CC Vendée Grand Littoral,"3,640",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,Pays de la Loire,,"1,885",Longeville-sur-Mer,Longeville-sur-Mer,Non,"2,504",INSEE 2018 (IPE moins complet),"3,715",0,0,0,1,VENU,"2,045"
85142,52,85,Vendée,200071918,CC du Pays de Saint-Fulgent - Les Essarts,422,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,La Merlatière,La Merlatière,Non,166,INSEE 2018 (IPE moins complet),435,0,0,0,1,VENU,0
85147,52,85,Vendée,248500464,CC du Pays de Pouzauges,834,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Montournais,Montournais,Non,86,INSEE 2018 (IPE moins complet),859,0,0,0,1,VENU,0
85152,52,85,Vendée,248500530,CC du Pays des Achards,"2,297",199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,"1,299",Les Achards,Les Achards,Non,"3,039",IPE T2 2022 (un IPE),"3,039",0,0,0,0,VENU,"2,143"
85172,52,85,Vendée,248500258,CC Océan Marais de Monts,"1,161",51,0,0,0,0,0,0,0,0,0,0,0,0,0,78,79,198,207,Pays de la Loire,,372,Le Perrier,Le Perrier,Non,791,INSEE 2018 (IPE moins complet),"1,212",0,0,0,1,VENU,379
85193,52,85,Vendée,200073260,CC Sud Vendée Littoral,318,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Rosnay,Rosnay,Non,357,IPE T2 2022 (un IPE),357,0,0,0,1,VENU,0
85198,52,85,Vendée,248500662,CC du Pays de Mortagne,566,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,218,308,Pays de la Loire,,569,Saint-Aubin-des-Ormeaux,Saint-Aubin-des-Ormeaux,Non,719,IPE T2 2022 (un IPE),719,0,0,0,1,VENU,570
85207,52,85,Vendée,200073260,CC Sud Vendée Littoral,335,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Saint-Denis-du-Payré,Saint-Denis-du-Payré,Non,3,INSEE 2018 (IPE moins complet),339,0,0,0,1,VENU,0
85218,52,85,Vendée,248500530,CC du Pays des Achards,774,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,212,Saint-Georges-de-Pointindoux,Saint-Georges-de-Pointindoux,Non,960,IPE T2 2022 (un IPE),957,0,0,0,1,FRTE-VENU,212
85231,52,85,Vendée,200071900,CC Vendée Grand Littoral,561,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Saint-Hilaire-la-Forêt,Saint-Hilaire-la-Forêt,Non,356,INSEE 2018 (IPE moins complet),571,0,0,0,1,VENU,72
85233,52,85,Vendée,200073260,CC Sud Vendée Littoral,298,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,205,Pays de la Loire,,208,Saint-Jean-de-Beugné,Saint-Jean-de-Beugné,Non,415,IPE T2 2022 (un IPE),415,0,0,0,1,VENU,208
85235,52,85,Vendée,200073260,CC Sud Vendée Littoral,264,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,86,Saint-Juire-Champgillon,Saint-Juire-Champgillon,Non,311,IPE T2 2022 (un IPE),311,0,0,0,1,VENU,87
85238,52,85,Vendée,248500662,CC du Pays de Mortagne,"1,537",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,806,Pays de la Loire,,"1,098",Saint-Laurent-sur-Sèvre,Saint-Laurent-sur-Sèvre,Non,"1,802",IPE T2 2022 (un IPE),"1,802",0,0,0,0,VENU,"1,145"
85245,52,85,Vendée,200071934,CC Pays de Fontenay-Vendée,99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,Pays de la Loire,,77,Saint-Martin-des-Fontaines,Saint-Martin-des-Fontaines,Non,123,IPE T2 2022 (un IPE),123,0,0,0,1,VENU,78
85266,52,85,Vendée,248500340,CC Pays de Chantonnay,671,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,Pays de la Loire,,380,Saint-Prouant,Saint-Prouant,Non,866,IPE T2 2022 (un IPE),866,0,0,0,1,VENU,497
85271,52,85,Vendée,248500415,CC du Pays de la Châtaigneraie,206,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Saint-Sulpice-en-Pareds,Saint-Sulpice-en-Pareds,Non,239,IPE T2 2022 (un IPE),239,0,0,0,1,VENU,0
85287,52,85,Vendée,248500464,CC du Pays de Pouzauges,229,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Tallud-Sainte-Gemme,Tallud-Sainte-Gemme,Non,1,INSEE 2018 (IPE moins complet),245,0,0,0,1,VENU,0
85295,52,85,Vendée,200070233,"CC Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière","1,335",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,Pays de la Loire,,620,Treize-Septiers,Treize-Septiers,Non,"1,345",INSEE 2018 (IPE moins complet),"1,410",0,0,0,1,VENU,664
44014,52,44,Loire-Atlantique,244400438,CC de Grand Lieu,"1,589",119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Pays de la Loire,,2,Le Bignon,Le Bignon,Non,2,INSEE 2018 (IPE moins complet),"1,708",0,0,0,1,LOAN,2
44026,52,44,Loire-Atlantique,244400404,Nantes Métropole,"9,468",799,"4,318","4,643","5,036","6,717","5,865","6,946","7,243","7,360","7,644","7,954","8,158","8,742","9,481","9,877","10,202","10,304","10,733",Pays de la Loire,,"11,088",Carquefou,Carquefou,Oui,"12,224",IPE T2 2022 (un IPE),"12,185",0,,0,0,FRTE-LOAN,"11,311"
44037,52,44,Loire-Atlantique,200067635,CA Clisson Sèvre et Maine Agglo,"1,269",81,0,0,0,0,0,0,0,0,0,0,0,15,15,15,20,398,"1,216",Pays de la Loire,,"1,415",Château-Thébaud,Château-Thébaud,Non,"1,439",IPE T2 2022 (plusieurs IPE),"1,439",0,0,0,1,FI44-FRTE-LOAN,"1,427"
44044,52,44,Loire-Atlantique,243500741,CA Redon Agglomération,575,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Conquereuil,Conquereuil,Non,0,INSEE 2018 (IPE moins complet),587,0,0,0,1,,0
44051,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,"1,580",125,0,0,0,0,0,177,357,671,934,984,984,"1,113","1,254","1,416","1,610","1,632","1,683",Pays de la Loire,,"1,738",Derval,Derval,Non,"2,008",IPE T2 2022 (un IPE),"1,956",0,0,0,1,FI44-LOAN,"1,798"
44063,52,44,Loire-Atlantique,200067635,CA Clisson Sèvre et Maine Agglo,"1,599",99,0,0,0,0,0,0,0,0,466,466,466,503,823,823,844,932,933,Pays de la Loire,,"1,124",Gétigné,Gétigné,Non,"2,206",IPE T2 2022 (un IPE),"2,206",0,0,0,0,LOAN,"1,680"
44068,52,44,Loire-Atlantique,200000438,CC du Pays de Pontchâteau Saint-Gildas-des-Bois,"1,705",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Guenrouet,Guenrouet,Non,158,INSEE 2018 (IPE moins complet),"1,757",0,0,0,1,FI44,0
44074,52,44,Loire-Atlantique,244400404,Nantes Métropole,"1,955",47,"1,003","1,004","1,004",999,"1,004",995,"1,041","1,025","1,627","1,674","1,820","1,939","2,119","2,120","2,130","2,161","2,175",Pays de la Loire,,"2,170",Indre,Indre,Oui,"2,285",IPE T2 2022 (un IPE),"2,285",0,,0,0,SFTT,"2,189"
44080,52,44,Loire-Atlantique,200072734,CC Estuaire et Sillon,350,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,1,Lavau-sur-Loire,Lavau-sur-Loire,Non,1,INSEE 2018 (IPE moins complet),355,0,0,0,1,FI44,1
44082,52,44,Loire-Atlantique,244400552,CC du Pays d'Ancenis,"2,017",102,0,0,0,0,0,0,0,0,0,0,0,0,695,725,913,"1,049","1,463",Pays de la Loire,,"1,504",Ligné,Ligné,Non,"2,416",IPE T2 2022 (un IPE),"2,416",0,0,0,0,LOAN,"2,037"
44105,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,197,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Mouais,Mouais,Non,0,INSEE 2018 (IPE moins complet),206,0,0,0,1,,0
44109,52,44,Loire-Atlantique,244400404,Nantes Métropole,"181,975","9,622","92,617","96,868","101,265","105,760","103,823","108,334","113,382","118,105","125,360","130,447","134,452","140,911","149,498","160,163","171,628","180,392","187,499",Pays de la Loire,,"190,229",Nantes,Nantes,Oui,"222,256",IPE T2 2022 (plusieurs IPE),"222,256",1,0,0,0,FREE-FRTE-SFR0-UPCF,"193,252"
44133,52,44,Loire-Atlantique,200067346,CA Pornic Agglo Pays de Retz,"1,316",45,0,0,0,0,0,36,36,40,40,40,40,40,40,40,40,41,41,Pays de la Loire,,85,Port-Saint-Père,Port-Saint-Père,Non,190,INSEE 2018 (IPE moins complet),"1,362",0,0,0,0,LOAN,91
44141,52,44,Loire-Atlantique,200067866,CC Sèvre et Loire,501,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,La Remaudière,La Remaudière,Non,54,INSEE 2018 (IPE moins complet),525,0,0,0,1,FI44,0
44158,52,44,Loire-Atlantique,200072734,CC Estuaire et Sillon,"3,124",203,0,0,0,0,0,0,0,0,0,0,0,115,344,344,577,"1,665","1,926",Pays de la Loire,,"2,389",Saint-Étienne-de-Montluc,Saint-Étienne-de-Montluc,Non,"4,172",IPE T2 2022 (un IPE),"4,172",0,0,0,0,LOAN,"2,808"
44161,52,44,Loire-Atlantique,200000438,CC du Pays de Pontchâteau Saint-Gildas-des-Bois,"1,619",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,Pays de la Loire,,113,Saint-Gildas-des-Bois,Saint-Gildas-des-Bois,Non,"3,244",IPE T2 2022 (un IPE),"1,807",0,0,0,0,FI44-LOAN,113
44164,52,44,Loire-Atlantique,200067346,CA Pornic Agglo Pays de Retz,963,61,0,0,0,0,0,0,0,22,22,36,36,36,36,36,36,119,134,Pays de la Loire,,144,Saint-Hilaire-de-Chaléons,Saint-Hilaire-de-Chaléons,Non,"1,399",IPE T2 2022 (un IPE),"1,391",0,0,0,1,FI44-LOAN,144
44175,52,44,Loire-Atlantique,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),"2,141",70,0,0,0,25,0,191,191,273,358,581,585,699,"1,069","1,312","1,430","1,758","2,115",Pays de la Loire,,"2,123",Saint-Lyphard,Saint-Lyphard,Oui,"2,531",IPE T2 2022 (un IPE),"2,531",0,,0,1,FRTE,"2,167"
44193,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,680,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Saint-Vincent-des-Landes,Saint-Vincent-des-Landes,Non,0,INSEE 2018 (IPE moins complet),706,0,0,0,1,,0
44196,52,44,Loire-Atlantique,200000438,CC du Pays de Pontchâteau Saint-Gildas-des-Bois,877,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Sévérac,Sévérac,Non,8,INSEE 2018 (IPE moins complet),895,0,0,0,1,FI44,0
44199,52,44,Loire-Atlantique,200072726,CC Châteaubriant-Derval,988,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Soudan,Soudan,Non,21,INSEE 2018 (IPE moins complet),"1,026",0,0,0,1,FI44,0
44213,52,44,Loire-Atlantique,244400552,CC du Pays d'Ancenis,"3,509",195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Loireauxence,Loireauxence,Non,"5,668",INSEE 2018 (IPE moins complet),"3,704",0,0,0,0,ANFI-FI44-LOAN,40
44224,52,44,Loire-Atlantique,244400537,CC de Nozay,698,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,Pays de la Loire,,639,La Grigonnais,La Grigonnais,Non,831,INSEE 2018 (IPE moins complet),728,0,0,0,1,FI44-LOAN,641
49010,52,49,Maine-et-Loire,244900809,CC Anjou Bleu Communauté,150,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Pays de la Loire,,130,Armaillé,Armaillé,Non,189,IPE T2 2022 (un IPE),189,0,0,0,1,ANFI,157
49022,52,49,Maine-et-Loire,200071553,CC Loire Layon Aubance,626,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,277,277,396,Pays de la Loire,,666,Beaulieu-sur-Layon,Beaulieu-sur-Layon,Non,926,IPE T2 2022 (un IPE),926,0,0,0,1,ANFI,768
49026,52,49,Maine-et-Loire,200071868,CC des Vallées du Haut-Anjou,"1,202",68,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,250,Pays de la Loire,,251,Bécon-les-Granits,Bécon-les-Granits,Non,"1,490",IPE T2 2022 (un IPE),"1,490",0,0,0,1,ANFI,398
49028,52,49,Maine-et-Loire,244900015,CU Angers Loire Métropole,92,3,0,0,0,0,0,0,0,0,0,0,0,0,72,72,76,96,98,Pays de la Loire,,98,Béhuard,Béhuard,Oui,211,IPE T2 2022 (un IPE),107,0,,0,1,ANFI-FRTE,98
49050,52,49,Maine-et-Loire,200071553,CC Loire Layon Aubance,"4,655",268,0,0,0,0,0,0,173,747,760,"1,636","2,123","2,263","2,800","3,227","3,742","4,337","4,669",Pays de la Loire,,"5,029",Brissac Loire Aubance,Brissac Loire Aubance,Non,"5,664",IPE T2 2022 (un IPE),"5,664",0,0,0,0,ANFI,"5,216"
49060,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,"1,697",86,0,0,0,0,0,0,0,0,0,0,0,170,"1,063","1,093","1,093","1,093","1,205",Pays de la Loire,,"1,544",Bellevigne-les-Châteaux,Bellevigne-les-Châteaux,Oui,"2,045",IPE T2 2022 (un IPE),"2,045",0,0,0,1,ANFI,"1,547"
49100,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,220,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,37,66,Pays de la Loire,,249,Cizay-la-Madeleine,Cizay-la-Madeleine,Oui,278,IPE T2 2022 (un IPE),278,0,0,0,1,ANFI,250
49112,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,465,21,0,0,0,0,0,0,0,0,0,0,0,0,0,121,445,445,445,Pays de la Loire,,447,Le Coudray-Macouard,Le Coudray-Macouard,Oui,548,IPE T2 2022 (un IPE),548,0,0,0,1,ANFI,447
49120,52,49,Maine-et-Loire,200071553,CC Loire Layon Aubance,677,19,0,0,0,0,0,0,0,0,0,0,0,0,0,71,250,600,604,Pays de la Loire,,605,Denée,Denée,Non,767,IPE T2 2022 (un IPE),767,0,0,0,1,ANFI,619
49121,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,222,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Dénezé-sous-Doué,Dénezé-sous-Doué,Oui,248,IPE T2 2022 (un IPE),248,0,0,0,1,ANFI,0
49125,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,"5,378",347,0,0,0,0,0,0,0,0,379,597,944,945,945,"1,529","2,239","3,690","4,237",Pays de la Loire,,"4,800",Doué-en-Anjou,Doué-en-Anjou,Oui,"6,395",IPE T2 2022 (un IPE),"6,395",0,0,0,0,ANFI,"4,931"
49127,52,49,Maine-et-Loire,200068955,CC Anjou Loir et Sarthe,"1,737",115,0,0,0,0,0,0,0,0,0,0,0,293,297,299,731,813,813,Pays de la Loire,,875,Durtal,Durtal,Non,"2,118",IPE T2 2022 (un IPE),"2,118",0,0,0,0,ANFI,884
49131,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,349,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,Épieds,Épieds,Oui,385,IPE T2 2022 (un IPE),385,0,0,0,1,ANFI,0
49171,52,49,Maine-et-Loire,200071876,CA Saumur Val de Loire,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pays de la Loire,,0,La Lande-Chasles,La Lande-Chasles,Oui,81,IPE T2 2022 (un IPE),81,0,0,0,1,ANFI,0
49176,52,49,Maine-et-Loire,200071868,CC des Vallées du Haut-Anjou,"2,201",130,0,0,0,0,0,0,0,0,222,922,"1,415","1,416","1,447","1,451","1,753","1,852","2,002",Pays de la Loire,,"2,038",Le Lion-d'Angers,Le Lion-d'Angers,Non,"2,592",IPE T2 2022 (un IPE),"2,592",0,0,0,0,ANFI,"2,093"
49218,52,49,Maine-et-Loire,200060010,CA Mauges Communauté,"7,082",346,0,0,0,0,0,0,0,0,0,0,0,279,521,"1,007","1,309","1,963","2,690",Pays de la Loire,,"3,717",Montrevault-sur-Èvre,Montrevault-sur-Èvre,Non,"8,299",IPE T2 2022 (un IPE),"8,299",0,0,0,0,ANFI,"5,094"
49220,52,49,Maine-et-Loire,200068955,CC Anjou Loir et Sarthe,"1,785",67,0,0,0,0,0,0,0,0,0,0,0,0,176,278,278,621,707,Pays de la Loire,,746,Morannes sur Sarthe-Daumeray,Morannes sur Sarthe-Daumeray,Non,"1,971",IPE T2 2022 (un IPE),"1,963",0,0,0,1,ANFI-MAYE,"1,026"
49222,52,49,Maine-et-Loire,200071553,CC Loire Layon Aubance,894,56,0,0,0,0,0,0,0,0,0,0,0,0,0,517,587,749,754,Pays de la Loire,,781,Mozé-sur-Louet,Mozé-sur-Louet,Non,"1,072",IPE T2 2022 (un IPE),"1,072",0,0,0,1,ANFI,820
49269,52,49,Maine-et-Loire,200071678,CA du Choletais,"1,125",70,0,0,0,0,0,0,0,772,775,789,833,839,846,"1,049","1,170","1,259","1,333",Pays de la Loire,,"1,369",Saint-Christophe-du-Bois,Saint-Christophe-du-Bois,Oui,"1,406",IPE T2 2022 (un IPE),"1,395",0,,0,0,FRTE-VENU,"1,370"
49283,52,49,Maine-et-Loire,200071553,CC Loire Layon Aubance,"1,565",101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,Pays de la Loire,,847,Saint-Georges-sur-Loire,Saint-Georges-sur-Loire,Non,"1,985",IPE T2 2022 (un IPE),"1,985",0,0,0,0,ANFI,980
49329,52,49,Maine-et-Loire,244900015,CU Angers Loire Métropole,616,36,0,0,0,0,0,0,7,7,17,17,30,389,406,421,478,478,508,Pays de la Loire,,546,Savennières,Savennières,Oui,869,IPE T2 2022 (un IPE),766,0,,0,1,ANFI-FRTE,547
53018,52,53,Mayenne,200048551,CC du Pays de Craon,588,38,0,0,0,0,0,0,0,0,0,0,0,238,408,532,617,715,717,Pays de la Loire,,717,Ballots,Ballots,Non,729,IPE T2 2022 (un IPE),729,0,0,0,1,MAYE,717
53029,52,53,Mayenne,245300447,CC du Pays de Château-Gontier,607,34,0,0,0,0,0,0,96,96,165,167,167,167,168,168,168,169,169,Pays de la Loire,,307,Bierné-les-Villages,Bierné-les-Villages,Oui,696,IPE T2 2022 (un IPE),695,0,0,0,1,ANFI-MAYE,443
53035,52,53,Mayenne,200048551,CC du Pays de Craon,237,13,0,0,0,0,0,0,0,0,0,3,3,9,9,9,77,107,122,Pays de la Loire,,244,Bouchamps-lès-Craon,Bouchamps-lès-Craon,Non,311,IPE T2 2022 (un IPE),311,0,0,0,1,MAYE,278
53051,52,53,Mayenne,200055887,CC Mayenne Communauté,346,7,0,0,0,0,0,0,0,0,119,119,119,119,119,155,228,242,250,Pays de la Loire,,313,Champéon,Champéon,Non,424,IPE T2 2022 (un IPE),424,0,0,0,1,MAYE,359
53057,52,53,Mayenne,200055887,CC Mayenne Communauté,285,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,154,Pays de la Loire,,314,La Chapelle-au-Riboul,La Chapelle-au-Riboul,Non,338,IPE T2 2022 (un IPE),338,0,0,0,1,MAYE,318
53089,52,53,Mayenne,245300447,CC du Pays de Château-Gontier,301,11,0,0,0,0,0,0,0,0,178,184,185,185,185,185,306,306,306,Pays de la Loire,,306,Daon,Daon,Oui,331,IPE T2 2022 (un IPE),331,0,0,0,1,MAYE,325
53090,52,53,Mayenne,200048551,CC du Pays de Craon,76,3,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,7,81,Pays de la Loire,,83,Denazé,Denazé,Non,93,IPE T2 2022 (un IPE),93,0,0,0,1,MAYE,92
53093,52,53,Mayenne,245300389,CC du Bocage Mayennais,213,6,0,0,0,0,0,0,0,0,0,0,0,33,33,33,56,98,101,Pays de la Loire,,106,La Dorée,La Dorée,Non,237,IPE T2 2022 (un IPE),237,0,0,0,1,MAYE,138
53104,52,53,Mayenne,245300447,CC du Pays de Château-Gontier,585,27,0,0,0,0,0,0,0,0,325,325,325,327,328,328,330,388,500,Pays de la Loire,,606,Gennes-Longuefuye,Gennes-Longuefuye,Oui,677,IPE T2 2022 (un IPE),677,0,0,0,1,MAYE,609
53108,52,53,Mayenne,245300306,CA Laval Agglomération,247,26,0,0,0,0,0,0,0,0,0,0,50,50,50,50,130,270,270,Pays de la Loire,,270,La Gravelle,La Gravelle,Non,318,IPE T2 2022 (un IPE),318,0,0,0,1,MAYE,270
53124,52,53,Mayenne,245300447,CC du Pays de Château-Gontier,578,34,0,0,0,0,0,0,0,0,0,221,292,300,360,461,580,586,588,Pays de la Loire,,588,Prée-d'Anjou,Prée-d'Anjou,Oui,665,IPE T2 2022 (un IPE),663,0,0,0,1,FRTE-MAYE,623
53134,52,53,Mayenne,200033298,CC des Coëvrons,77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,69,69,Pays de la Loire,,74,Livet,Livet,Non,90,IPE T2 2022 (un IPE),90,0,0,0,1,MAYE,80
53136,52,53,Mayenne,245300447,CC du Pays de Château-Gontier,508,15,0,0,0,0,0,0,0,0,0,0,0,269,288,312,312,316,316,Pays de la Loire,,373,La Roche-Neuville,La Roche-Neuville,Oui,624,IPE T2 2022 (un IPE),577,0,0,0,1,FRTE-MAYE,379
53139,52,53,Mayenne,200042182,CC du Mont des Avaloirs,246,7,0,0,0,0,0,0,0,0,0,0,0,46,69,83,88,133,213,Pays de la Loire,,296,Loupfougères,Loupfougères,Non,316,IPE T2 2022 (un IPE),316,0,0,0,1,MAYE,312
53143,52,53,Mayenne,245300223,CC du Pays de Meslay-Grez,202,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,183,Pays de la Loire,,183,Maisoncelles-du-Maine,Maisoncelles-du-Maine,Non,216,IPE T2 2022 (un IPE),216,0,0,0,1,MAYE,190
53147,52,53,Mayenne,200055887,CC Mayenne Communauté,"7,382",501,0,0,0,21,21,21,174,288,"1,782","2,592","2,766","3,228","3,913","4,186","5,250","5,531","6,037",Pays de la Loire,,"6,624",Mayenne,Mayenne,Non,"9,384",IPE T2 2022 (un IPE),"9,384",0,0,0,0,MAYE,"6,913"
53153,52,53,Mayenne,200033298,CC des Coëvrons,303,11,0,0,0,0,0,0,0,0,0,5,5,5,5,52,225,225,226,Pays de la Loire,,283,Mézangers,Mézangers,Non,337,IPE T2 2022 (un IPE),337,0,0,0,1,MAYE,307
53186,52,53,Mayenne,200048551,CC du Pays de Craon,989,54,0,0,0,0,0,0,0,0,489,489,693,762,818,935,951,"1,033","1,036",Pays de la Loire,,"1,053",Quelaines-Saint-Gault,Quelaines-Saint-Gault,Non,"1,122",IPE T2 2022 (un IPE),"1,119",0,0,0,1,LTHD-MAYE,"1,088"
53190,52,53,Mayenne,200055887,CC Mayenne Communauté,267,13,0,0,0,0,0,0,0,0,0,0,0,0,0,88,93,102,134,Pays de la Loire,,175,Le Ribay,Le Ribay,Non,328,IPE T2 2022 (un IPE),328,0,0,0,1,MAYE,180
53196,52,53,Mayenne,200042182,CC du Mont des Avaloirs,262,11,0,0,0,0,0,0,0,0,0,0,0,0,0,77,126,262,270,Pays de la Loire,,289,Saint-Aignan-de-Couptrain,Saint-Aignan-de-Couptrain,Non,319,IPE T2 2022 (un IPE),319,0,0,0,1,MAYE,295
